Pregrasp pose | Grasp pose | Postgrasp pose | probability | gripper close | gripper open (Matrix as Col vectors)
 -0.158106   0.972507   0.170973          0  -0.954371  -0.106082  -0.279146          0  -0.253335  -0.207306   0.944905          0 -0.0107516   0.389386  0.0427695          1| -0.158106   0.972507   0.170973          0  -0.954371  -0.106082  -0.279146          0  -0.253335  -0.207306   0.944905          0 0.00505898   0.292135  0.0256722          1| -0.158106   0.972507   0.170973          0  -0.954371  -0.106082  -0.279146          0  -0.253335  -0.207306   0.944905          0 0.00505898   0.292135   0.225672          1|0.668073|0.0419124|0.05
0.0209958  0.908627 -0.417081         0 -0.954371 -0.106082 -0.279146         0 -0.297884  0.403911   0.86494         0 0.0240837  0.376961 -0.071607         1| 0.0209958   0.908627  -0.417081          0  -0.954371  -0.106082  -0.279146          0  -0.297884   0.403911    0.86494          0  0.0219841   0.286098 -0.0298989          1|0.0209958  0.908627 -0.417081         0 -0.954371 -0.106082 -0.279146         0 -0.297884  0.403911   0.86494         0 0.0219841  0.286098  0.170101         1|0.668073|0.0419124|0.05
 0.192078  0.497681 -0.845825         0 -0.954371 -0.106082 -0.279146         0 -0.228652  0.860848  0.454597         0 0.0573592  0.297032 -0.154998         1|  0.192078   0.497681  -0.845825          0  -0.954371  -0.106082  -0.279146          0  -0.228652   0.860848   0.454597          0  0.0381514   0.247264 -0.0704152          1| 0.192078  0.497681 -0.845825         0 -0.954371 -0.106082 -0.279146         0 -0.228652  0.860848  0.454597         0 0.0381514  0.247264  0.129585         1|0.668073|0.0419124|0.05
  0.289793  -0.103361  -0.951492          0  -0.954371  -0.106082  -0.279146          0 -0.0720831   0.988971  -0.129387          0  0.0763647   0.180129   -0.17555          1|  0.289793  -0.103361  -0.951492          0  -0.954371  -0.106082  -0.279146          0 -0.0720831   0.988971  -0.129387          0  0.0473854   0.190465 -0.0804007          1|  0.289793  -0.103361  -0.951492          0  -0.954371  -0.106082  -0.279146          0 -0.0720831   0.988971  -0.129387          0  0.0473854   0.190465   0.119599          1|0.668073|0.0419124|0.05
 0.276817 -0.664923 -0.693721         0 -0.954371 -0.106082 -0.279146         0   0.11202   0.73934 -0.663949         0 0.0738409 0.0709055 -0.125414         1|  0.276817  -0.664923  -0.693721          0  -0.954371  -0.106082  -0.279146          0    0.11202    0.73934  -0.663949          0  0.0461592   0.137398 -0.0560414          1| 0.276817 -0.664923 -0.693721         0 -0.954371 -0.106082 -0.279146         0   0.11202   0.73934 -0.663949         0 0.0461592  0.137398  0.143959         1|0.668073|0.0419124|0.05
  0.29817 -0.287013  -0.91034         0  0.954371  0.106082  0.279146         0  0.016452 -0.952035  0.305547         0  0.077994  0.144409 -0.167546         1|   0.29817  -0.287013   -0.91034          0   0.954371   0.106082   0.279146          0   0.016452  -0.952035   0.305547          0   0.048177    0.17311 -0.0765118          1|  0.29817 -0.287013  -0.91034         0  0.954371  0.106082  0.279146         0  0.016452 -0.952035  0.305547         0  0.048177   0.17311  0.123488         1|0.668073|0.0419124|0.05
 0.231554  0.327394 -0.916076         0  0.954371  0.106082  0.279146         0   0.18857 -0.938914 -0.287891         0 0.0650373  0.263911 -0.168662         1| 0.231554  0.327394 -0.916076         0  0.954371  0.106082  0.279146         0   0.18857 -0.938914 -0.287891         0 0.0418819  0.231172 -0.077054         1| 0.231554  0.327394 -0.916076         0  0.954371  0.106082  0.279146         0   0.18857 -0.938914 -0.287891         0 0.0418819  0.231172  0.122946         1|0.668073|0.0419124|0.05
   -0.107786     0.994131  -0.00928238            0     0.954371     0.106082     0.279146            0     0.278492    0.0212293    -0.960204            0 -0.000964438     0.393592   0.00770985            1|  -0.107786    0.994131 -0.00928238           0    0.954371    0.106082    0.279146           0    0.278492   0.0212293   -0.960204           0  0.00981419    0.294178  0.00863809           1|  -0.107786    0.994131 -0.00928238           0    0.954371    0.106082    0.279146           0    0.278492   0.0212293   -0.960204           0  0.00981419    0.294178    0.208638           1|0.668073|0.0419124|0.05
-0.250895   0.79179  0.556884         0  0.954371  0.106082  0.279146         0   0.16195   0.60151 -0.782277         0 -0.028799  0.354236  0.117829         1|  -0.250895     0.79179    0.556884           0    0.954371    0.106082    0.279146           0     0.16195     0.60151   -0.782277           0 -0.00370955    0.275057   0.0621408           1|  -0.250895     0.79179    0.556884           0    0.954371    0.106082    0.279146           0     0.16195     0.60151   -0.782277           0 -0.00370955    0.275057    0.262141           1|0.668073|0.0419124|0.05
  0.10008  0.723744 -0.682773         0  0.913545  0.205055  0.351266         0  0.394233 -0.658898 -0.640651         0 0.0394853   0.33874 -0.125117         1|   0.10008   0.723744  -0.682773          0   0.913545   0.205055   0.351266          0   0.394233  -0.658898  -0.640651          0  0.0294773   0.266365 -0.0568395          1|  0.10008  0.723744 -0.682773         0  0.913545  0.205055  0.351266         0  0.394233 -0.658898 -0.640651         0 0.0294773  0.266365  0.143161         1|0.667671|0.0437421|0.05
 0.405864    -0.403 -0.820284         0  0.913545  0.205055  0.351266         0  0.026643 -0.891932  0.451384         0 0.0989603  0.119588 -0.151863         1|  0.405864     -0.403  -0.820284          0   0.913545   0.205055   0.351266          0   0.026643  -0.891932   0.451384          0  0.0583739   0.159888 -0.0698342          1| 0.405864    -0.403 -0.820284         0  0.913545  0.205055  0.351266         0  0.026643 -0.891932  0.451384         0 0.0583739  0.159888  0.130166         1|0.667671|0.0437421|0.05
 -0.264752   0.955402   0.130821          0  -0.913545  -0.205055  -0.351266          0  -0.308774  -0.212509   0.927091          0 -0.0314745   0.383797  0.0331273          1|  -0.264752    0.955402    0.130821           0   -0.913545   -0.205055   -0.351266           0   -0.308774   -0.212509    0.927091           0 -0.00499928    0.288257   0.0200452           1|  -0.264752    0.955402    0.130821           0   -0.913545   -0.205055   -0.351266           0   -0.308774   -0.212509    0.927091           0 -0.00499928    0.288257    0.220045           1|0.667671|0.0437421|0.05
  0.31269   0.19823  -0.92894         0  0.913545  0.205055  0.351266         0  0.260115 -0.958466 -0.116974         0 0.0808381  0.236527 -0.172996         1|   0.31269    0.19823   -0.92894          0   0.913545   0.205055   0.351266          0   0.260115  -0.958466  -0.116974          0   0.049569   0.216704 -0.0801023          1|  0.31269   0.19823  -0.92894         0  0.913545  0.205055  0.351266         0  0.260115 -0.958466 -0.116974         0  0.049569  0.216704  0.119898         1|0.667671|0.0437421|0.05
  -0.150758    0.972812    -0.17581           0    0.913545    0.205055    0.351266           0    0.377766   -0.107654   -0.919621           0 -0.00930261    0.387183  -0.0265124           1|  -0.150758    0.972812    -0.17581           0    0.913545    0.205055    0.351266           0    0.377766   -0.107654   -0.919621           0  0.00577318    0.289902 -0.00893145           1| -0.150758   0.972812   -0.17581          0   0.913545   0.205055   0.351266          0   0.377766  -0.107654  -0.919621          0 0.00577318   0.289902   0.191069          1|0.667671|0.0437421|0.05
 -0.344011   0.850299   0.398307          0   0.913545   0.205055   0.351266          0   0.217006   0.484711  -0.847328          0 -0.0468904   0.363354  0.0851532          1| -0.344011   0.850299   0.398307          0   0.913545   0.205055   0.351266          0   0.217006   0.484711  -0.847328          0 -0.0124893   0.278325  0.0453226          1| -0.344011   0.850299   0.398307          0   0.913545   0.205055   0.351266          0   0.217006   0.484711  -0.847328          0 -0.0124893   0.278325   0.245323          1|0.667671|0.0437421|0.05
 -0.032696   0.897846  -0.439094          0  -0.913545  -0.205055  -0.351266          0  -0.405421   0.389647   0.826927          0  0.0136604   0.372602 -0.0777212          1| -0.032696   0.897846  -0.439094          0  -0.913545  -0.205055  -0.351266          0  -0.405421   0.389647   0.826927          0    0.01693   0.282818 -0.0338118          1|-0.032696  0.897846 -0.439094         0 -0.913545 -0.205055 -0.351266         0 -0.405421  0.389647  0.826927         0   0.01693  0.282818  0.166188         1|0.667671|0.0437421|0.05
 0.211849  0.497344  -0.84129         0 -0.913545 -0.205055 -0.351266         0 -0.347211  0.842972  0.410905         0 0.0612244  0.294705 -0.155948         1|  0.211849   0.497344   -0.84129          0  -0.913545  -0.205055  -0.351266          0  -0.347211   0.842972   0.410905          0  0.0400395    0.24497 -0.0718194          1| 0.211849  0.497344  -0.84129         0 -0.913545 -0.205055 -0.351266         0 -0.347211  0.842972  0.410905         0 0.0400395   0.24497  0.128181         1|0.667671|0.0437421|0.05
  0.375475 -0.0931267  -0.922142          0  -0.913545  -0.205055  -0.351266          0  -0.156378    0.97431  -0.162068          0  0.0930496   0.179858  -0.171674          1|  0.375475 -0.0931267  -0.922142          0  -0.913545  -0.205055  -0.351266          0  -0.156378    0.97431  -0.162068          0  0.0555022   0.189171 -0.0794599          1|  0.375475 -0.0931267  -0.922142          0  -0.913545  -0.205055  -0.351266          0  -0.156378    0.97431  -0.162068          0  0.0555022   0.189171    0.12054          1|0.667671|0.0437421|0.05
 0.395682 -0.648026 -0.650767         0 -0.913545 -0.205055 -0.351266         0 0.0941863  0.733495 -0.673138         0 0.0969799 0.0719303 -0.118892         1|  0.395682  -0.648026  -0.650767          0  -0.913545  -0.205055  -0.351266          0  0.0941863   0.733495  -0.673138          0  0.0574117   0.136733 -0.0538149          1| 0.395682 -0.648026 -0.650767         0 -0.913545 -0.205055 -0.351266         0 0.0941863  0.733495 -0.673138         0 0.0574117  0.136733  0.146185         1|0.667671|0.0437421|0.05
 -0.442826  -0.821032  -0.360293          0  -0.873453   0.304294   0.380113          0  -0.202449   0.483023  -0.851882          0  -0.065823  -0.152512 -0.0186473          1| -0.442826  -0.821032  -0.360293          0  -0.873453   0.304294   0.380113          0  -0.202449   0.483023  -0.851882          0 -0.0215404 -0.0704086   0.017382          1| -0.442826  -0.821032  -0.360293          0  -0.873453   0.304294   0.380113          0  -0.202449   0.483023  -0.851882          0 -0.0215404 -0.0704086   0.217382          1|0.667364|0.0450932|0.05
 -0.239257  -0.948143    0.20924          0  -0.873453   0.304294   0.380113          0  -0.424071 -0.0918167  -0.900962          0 -0.0262289  -0.177235  0.0921269          1|  -0.239257   -0.948143     0.20924           0   -0.873453    0.304294    0.380113           0   -0.424071  -0.0918167   -0.900962           0 -0.00230317  -0.0824205   0.0712029           1|  -0.239257   -0.948143     0.20924           0   -0.873453    0.304294    0.380113           0   -0.424071  -0.0918167   -0.900962           0 -0.00230317  -0.0824205    0.271203           1|0.667364|0.0450932|0.05
  0.329381  -0.205669   0.921525          0  -0.873453   0.304294   0.380113          0  -0.358592   -0.93011 -0.0794135          0  0.0843713 -0.0328237   0.230666          1|  0.329381  -0.205669   0.921525          0  -0.873453   0.304294   0.380113          0  -0.358592   -0.93011 -0.0794135          0  0.0514332 -0.0122568   0.138514          1|  0.329381  -0.205669   0.921525          0  -0.873453   0.304294   0.380113          0  -0.358592   -0.93011 -0.0794135          0  0.0514332 -0.0122568   0.338514          1|0.667364|0.0450932|0.05
   0.47725   0.380315   0.792207          0  -0.873453   0.304294   0.380113          0 -0.0965016  -0.873364   0.477412          0   0.113132  0.0811503   0.205514          1|   0.47725   0.380315   0.792207          0  -0.873453   0.304294   0.380113          0 -0.0965016  -0.873364   0.477412          0  0.0654068  0.0431188   0.126293          1|   0.47725   0.380315   0.792207          0  -0.873453   0.304294   0.380113          0 -0.0965016  -0.873364   0.477412          0  0.0654068  0.0431188   0.326293          1|0.667364|0.0450932|0.05
 0.474175  0.354218  0.806032         0  0.873453 -0.304294 -0.380113         0  0.110629  0.884271 -0.453681         0  0.112534 0.0760743  0.208203         1| 0.474175  0.354218  0.806032         0  0.873453 -0.304294 -0.380113         0  0.110629  0.884271 -0.453681         0 0.0651161 0.0406525    0.1276         1| 0.474175  0.354218  0.806032         0  0.873453 -0.304294 -0.380113         0  0.110629  0.884271 -0.453681         0 0.0651161 0.0406525    0.3276         1|0.667364|0.0450932|0.05
   0.31859  -0.233193   0.918761          0   0.873453  -0.304294  -0.380113          0   0.368213   0.923594   0.106738          0  0.0822723 -0.0381771   0.230129          1|   0.31859  -0.233193   0.918761          0   0.873453  -0.304294  -0.380113          0   0.368213   0.923594   0.106738          0  0.0504134 -0.0148578   0.138253          1|   0.31859  -0.233193   0.918761          0   0.873453  -0.304294  -0.380113          0   0.368213   0.923594   0.106738          0  0.0504134 -0.0148578   0.338253          1|0.667364|0.0450932|0.05
0.0413142 -0.731532  0.680554         0  0.873453 -0.304294 -0.380113         0  0.485153  0.610136  0.626387         0 0.0283422 -0.135104  0.183798         1| 0.0413142  -0.731532   0.680554          0   0.873453  -0.304294  -0.380113          0   0.485153   0.610136   0.626387          0  0.0242108 -0.0619508   0.115742          1| 0.0413142  -0.731532   0.680554          0   0.873453  -0.304294  -0.380113          0   0.485153   0.610136   0.626387          0  0.0242108 -0.0619508   0.315742          1|0.667364|0.0450932|0.05
 -0.251742  -0.950451   0.182399          0   0.873453  -0.304294  -0.380113          0   0.416781  0.0636263   0.906777          0 -0.0286572  -0.177684  0.0869063          1|  -0.251742   -0.950451    0.182399           0    0.873453   -0.304294   -0.380113           0    0.416781   0.0636263    0.906777           0 -0.00348301  -0.0826386   0.0686664           1|  -0.251742   -0.950451    0.182399           0    0.873453   -0.304294   -0.380113           0    0.416781   0.0636263    0.906777           0 -0.00348301  -0.0826386    0.268666           1|0.667364|0.0450932|0.05
 -0.448641  -0.806329  -0.385427          0   0.873453  -0.304294  -0.380113          0   0.189213  -0.507186    0.84081          0 -0.0669541  -0.149652 -0.0235357          1| -0.448641  -0.806329  -0.385427          0   0.873453  -0.304294  -0.380113          0   0.189213  -0.507186    0.84081          0   -0.02209 -0.0690191  0.0150069          1| -0.448641  -0.806329  -0.385427          0   0.873453  -0.304294  -0.380113          0   0.189213  -0.507186    0.84081          0   -0.02209 -0.0690191   0.215007          1|0.667364|0.0450932|0.05
   0.0557 -0.713095  0.698851         0 -0.873453  0.304294  0.380113         0 -0.483713 -0.631586 -0.605906         0 0.0311403 -0.131518  0.187356         1|    0.0557  -0.713095   0.698851          0  -0.873453   0.304294   0.380113          0  -0.483713  -0.631586  -0.605906          0  0.0255703 -0.0602085   0.117471          1|    0.0557  -0.713095   0.698851          0  -0.873453   0.304294   0.380113          0  -0.483713  -0.631586  -0.605906          0  0.0255703 -0.0602085   0.317471          1|0.667364|0.0450932|0.05
